19	Joseph M. Balkoski
11	Marco Maggi
15	Ken Dunn
20	Ed Beach
27	Craig Besinque
21	Mike Belles
2	Phil Eklund
26	Francis Tresham
13	Corey Konieczka
25	John Rodriguez
23	Joel Toppen
0	Isaac Childres
5	Marc Ripoll
17	Mark Simonitch
24	Flo de Haan
10	Roberto Di Meglio
22	Chris Withers
7	Vlaada Chavtil
8	Rob Daviau
9	Matt Leacock
28	Walter Vejdovsky
3	Jens Drgemller
14	Andreas Seyfarth
1	Philippe Keyaerts
12	Francesco Nepitello
4	Helge Ostertag
6	John H. Butterfield
16	David Sirlin
